datetime,temp,feelslike,humidity,dew,precip,precipprob,snow,snowdepth,windgust,windspeed,winddir,pressure,visibility,cloudcover,solarradiation,solarenergy,uvindex,conditions,icon
2022-01-02 00:00:00,10.0,10.0,87.38,8.0,0.0,0.0,0.0,0.0,16.6,9.4,250.0,1020.0,9.0,50.0,0.0,0.0,0.0,Partially cloudy,partly-cloudy-night
2022-01-02 01:00:00,10.0,10.0,87.38,8.0,0.0,0.0,0.0,0.0,15.5,13.0,260.0,1021.0,10.0,50.0,0.0,0.0,0.0,Partially cloudy,partly-cloudy-night
2022-01-02 02:00:00,10.0,10.0,87.38,8.0,0.0,0.0,0.0,0.0,15.8,13.0,260.0,1021.0,10.0,50.0,0.0,0.0,0.0,Partially cloudy,partly-cloudy-night
2022-01-02 03:00:00,10.0,10.0,87.38,8.0,0.0,0.0,0.0,0.0,15.5,5.4,250.0,1021.0,10.0,50.0,0.0,0.0,0.0,Partially cloudy,partly-cloudy-night
2022-01-02 04:00:00,9.0,9.0,93.45,8.0,0.0,0.0,0.0,0.0,14.4,0.0,0.0,1021.0,10.0,50.0,0.0,0.0,0.0,Partially cloudy,partly-cloudy-night
2022-01-02 05:00:00,10.0,10.0,87.38,8.0,0.0,0.0,0.0,0.0,13.3,5.4,240.0,1022.0,9.0,50.0,0.0,0.0,0.0,Partially cloudy,partly-cloudy-night
2022-01-02 06:00:00,9.0,9.0,93.45,8.0,0.0,0.0,0.0,0.0,14.4,0.0,0.0,1022.0,9.0,89.2,0.0,0.0,0.0,Partially cloudy,partly-cloudy-night
2022-01-02 07:00:00,10.0,10.0,87.38,8.0,0.0,0.0,0.0,0.0,15.5,0.0,0.0,1022.0,9.0,89.2,0.0,0.0,0.0,Partially cloudy,partly-cloudy-night
2022-01-02 08:00:00,10.0,10.0,93.5,9.0,0.0,0.0,0.0,0.0,15.5,3.6,10.9,1023.0,10.0,89.2,0.0,0.0,0.0,Partially cloudy,partly-cloudy-night
2022-01-02 09:00:00,9.0,9.0,100.0,9.0,0.0,0.0,0.0,0.0,13.3,0.0,0.0,1023.0,10.0,89.2,4.9,0.0,0.0,Partially cloudy,partly-cloudy-day
2022-01-02 10:00:00,10.0,10.0,93.5,9.0,0.0,0.0,0.0,0.0,10.1,1.8,10.6,1024.0,10.0,89.2,77.4,0.3,1.0,Partially cloudy,partly-cloudy-day
2022-01-02 11:00:00,11.0,11.0,87.48,9.0,0.0,0.0,0.0,0.0,11.2,3.6,8.1,1024.0,10.0,89.2,170.0,0.6,2.0,Partially cloudy,partly-cloudy-day
2022-01-02 12:00:00,11.0,11.0,87.48,9.0,0.0,0.0,0.0,0.0,14.8,11.2,10.0,1025.0,10.0,89.2,191.9,0.7,2.0,Partially cloudy,partly-cloudy-day
2022-01-02 13:00:00,11.0,11.0,87.48,9.0,0.0,0.0,0.0,0.0,16.2,9.4,20.0,1025.0,10.0,89.2,141.4,0.5,1.0,Partially cloudy,partly-cloudy-day
2022-01-02 14:00:00,12.0,12.0,71.47,7.0,0.0,0.0,0.0,0.0,19.4,13.0,60.0,1025.0,10.0,89.2,147.2,0.5,1.0,Partially cloudy,partly-cloudy-day
2022-01-02 15:00:00,12.0,12.0,71.47,7.0,0.0,0.0,0.0,0.0,24.8,18.4,60.0,1025.0,10.0,89.2,115.3,0.4,1.0,Partially cloudy,partly-cloudy-day
2022-01-02 16:00:00,12.0,12.0,71.47,7.0,0.0,0.0,0.0,0.0,29.2,13.0,40.0,1025.0,10.0,89.2,77.8,0.3,1.0,Partially cloudy,partly-cloudy-day
2022-01-02 17:00:00,11.0,11.0,76.36,7.0,0.0,0.0,0.0,0.0,30.6,11.2,50.0,1025.0,10.0,89.2,48.8,0.2,0.0,Partially cloudy,partly-cloudy-day
2022-01-02 18:00:00,11.0,11.0,71.28,6.0,0.0,0.0,0.0,0.0,29.5,9.4,50.0,1025.0,10.0,89.2,9.1,0.0,0.0,Partially cloudy,partly-cloudy-night
2022-01-02 19:00:00,10.0,10.0,81.62,7.0,0.0,0.0,0.0,0.0,25.2,11.2,70.0,1026.0,10.0,89.2,0.0,0.0,0.0,Partially cloudy,partly-cloudy-night
2022-01-02 20:00:00,8.0,7.4,87.2,6.0,0.0,0.0,0.0,0.0,20.9,5.4,30.0,1026.0,10.0,89.2,0.0,0.0,0.0,Partially cloudy,partly-cloudy-night
2022-01-02 21:00:00,8.0,8.0,87.2,6.0,0.0,0.0,0.0,0.0,17.6,3.6,80.0,1026.0,10.0,89.2,0.0,0.0,0.0,Partially cloudy,partly-cloudy-night
2022-01-02 22:00:00,8.0,8.0,93.4,7.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,1025.0,10.0,89.2,0.0,0.0,0.0,Partially cloudy,partly-cloudy-night
2022-01-02 23:00:00,9.0,9.0,87.29,7.0,0.0,0.0,0.0,0.0,12.6,0.0,0.0,1025.0,10.0,89.2,0.0,0.0,0.0,Partially cloudy,partly-cloudy-night
2022-01-03 00:00:00,9.0,9.0,87.29,7.0,0.0,0.0,0.0,0.0,11.2,3.6,120.0,1024.0,10.0,89.2,0.0,0.0,0.0,Partially cloudy,partly-cloudy-night
2022-01-03 01:00:00,8.0,7.4,87.2,6.0,0.0,0.0,0.0,0.0,10.4,5.4,130.0,1024.0,10.0,50.0,0.0,0.0,0.0,Partially cloudy,partly-cloudy-night
2022-01-03 02:00:00,8.0,7.4,87.2,6.0,0.0,0.0,0.0,0.0,10.4,5.4,140.0,1023.0,10.0,44.2,0.0,0.0,0.0,Partially cloudy,partly-cloudy-night
2022-01-03 03:00:00,7.0,5.6,100.0,7.0,0.0,0.0,0.0,0.0,11.9,7.6,180.0,1023.0,10.0,28.1,0.0,0.0,0.0,Partially cloudy,partly-cloudy-night
2022-01-03 04:00:00,9.0,8.5,93.45,8.0,0.0,0.0,0.0,0.0,13.0,5.4,230.0,1022.0,5.0,89.2,0.0,0.0,0.0,Partially cloudy,partly-cloudy-night
2022-01-03 05:00:00,9.0,7.0,93.45,8.0,0.0,0.0,0.0,0.0,16.9,13.0,230.0,1021.0,7.0,50.0,0.0,0.0,0.0,Partially cloudy,partly-cloudy-night
2022-01-03 06:00:00,9.0,6.5,87.29,7.0,0.0,0.0,0.0,0.0,22.7,16.6,230.0,1020.0,10.0,22.7,0.0,0.0,0.0,Partially cloudy,partly-cloudy-night
2022-01-03 07:00:00,9.0,6.3,87.29,7.0,0.0,0.0,0.0,0.0,25.9,18.4,210.0,1020.0,10.0,44.2,0.0,0.0,0.0,Partially cloudy,partly-cloudy-night
2022-01-03 08:00:00,9.0,6.5,87.29,7.0,0.0,0.0,0.0,0.0,29.2,16.6,220.0,1020.0,10.0,42.9,0.0,0.0,0.0,Partially cloudy,partly-cloudy-night
2022-01-03 09:00:00,9.0,6.3,81.49,6.0,0.0,0.0,0.0,0.0,32.0,18.4,210.0,1019.0,10.0,60.9,5.2,0.0,0.0,Partially cloudy,partly-cloudy-day
2022-01-03 10:00:00,10.0,10.0,76.19,6.0,0.0,0.0,0.0,0.0,34.2,24.1,210.0,1019.0,10.0,85.0,80.1,0.3,1.0,Partially cloudy,partly-cloudy-day
2022-01-03 11:00:00,10.0,10.0,76.19,6.0,0.0,0.0,0.0,0.0,36.4,24.1,220.0,1019.0,10.0,93.3,190.6,0.7,2.0,Overcast,cloudy
2022-01-03 12:00:00,11.0,11.0,71.28,6.0,0.0,0.0,0.0,0.0,38.5,25.9,220.0,1018.0,10.0,93.7,291.1,1.0,3.0,Overcast,cloudy
2022-01-03 13:00:00,11.0,11.0,66.51,5.0,0.0,0.0,0.0,0.0,38.9,22.3,230.0,1018.0,10.0,59.2,366.0,1.3,4.0,Partially cloudy,partly-cloudy-day
2022-01-03 14:00:00,11.0,11.0,71.28,6.0,0.0,0.0,0.0,0.0,38.5,18.4,240.0,1017.0,10.0,43.9,395.5,1.4,4.0,Partially cloudy,partly-cloudy-day
2022-01-03 15:00:00,11.0,11.0,76.36,7.0,0.0,0.0,0.0,0.0,41.0,18.4,220.0,1016.0,10.0,67.3,318.0,1.1,3.0,Partially cloudy,partly-cloudy-day
2022-01-03 16:00:00,12.0,12.0,71.47,7.0,0.0,0.0,0.0,0.0,41.0,13.0,230.0,1016.0,10.0,50.0,207.5,0.7,2.0,Partially cloudy,partly-cloudy-day
2022-01-03 17:00:00,12.0,12.0,71.47,7.0,0.0,0.0,0.0,0.0,39.2,20.5,220.0,1015.0,10.0,89.6,114.5,0.4,1.0,Partially cloudy,partly-cloudy-day
2022-01-03 18:00:00,11.0,11.0,76.36,7.0,0.0,0.0,0.0,0.0,37.1,14.8,220.0,1015.0,10.0,97.0,21.7,0.1,0.0,Overcast,cloudy
2022-01-03 19:00:00,11.0,11.0,81.75,8.0,0.0,0.0,0.0,0.0,34.9,11.2,260.0,1015.0,10.0,67.0,0.0,0.0,0.0,Partially cloudy,partly-cloudy-night
2022-01-03 20:00:00,11.0,11.0,81.75,8.0,0.0,0.0,0.0,0.0,33.8,13.0,250.0,1015.0,10.0,90.4,0.0,0.0,0.0,Overcast,cloudy
2022-01-03 21:00:00,11.0,11.0,81.75,8.0,0.0,0.0,0.0,0.0,33.1,11.2,260.0,1015.0,10.0,97.3,0.0,0.0,0.0,Overcast,cloudy
2022-01-03 22:00:00,11.0,11.0,87.48,9.0,0.0,0.0,0.0,0.0,35.3,18.4,270.0,1015.0,10.0,85.4,0.0,0.0,0.0,Partially cloudy,partly-cloudy-night
2022-01-03 23:00:00,11.0,11.0,87.48,9.0,0.0,0.0,0.0,0.0,34.9,18.4,260.0,1015.0,10.0,95.3,0.0,0.0,0.0,Overcast,cloudy
2022-01-04 00:00:00,11.0,11.0,81.75,8.0,0.0,0.0,0.0,0.0,36.7,11.2,270.0,1015.0,10.0,91.8,0.0,0.0,0.0,Overcast,cloudy
2022-01-04 01:00:00,11.0,11.0,81.75,8.0,0.0,0.0,0.0,0.0,37.4,16.6,260.0,1015.0,10.0,89.2,0.0,0.0,0.0,Partially cloudy,partly-cloudy-night
2022-01-04 02:00:00,11.0,11.0,81.75,8.0,0.0,0.0,0.0,0.0,36.0,14.8,270.0,1015.0,10.0,50.0,0.0,0.0,0.0,Partially cloudy,partly-cloudy-night
2022-01-04 03:00:00,11.0,11.0,81.75,8.0,0.0,0.0,0.0,0.0,35.3,18.4,270.0,1015.0,10.0,50.0,0.0,0.0,0.0,Partially cloudy,partly-cloudy-night
2022-01-04 04:00:00,11.0,11.0,81.75,8.0,0.0,0.0,0.0,0.0,33.8,11.2,250.0,1015.0,10.0,50.0,0.0,0.0,0.0,Partially cloudy,partly-cloudy-night
2022-01-04 05:00:00,11.0,11.0,81.75,8.0,0.0,0.0,0.0,0.0,33.5,7.6,260.0,1015.0,10.0,89.2,0.0,0.0,0.0,Partially cloudy,partly-cloudy-night
2022-01-04 06:00:00,10.0,10.0,87.38,8.0,0.0,0.0,0.0,0.0,32.4,14.8,270.0,1015.0,10.0,50.0,0.0,0.0,0.0,Partially cloudy,partly-cloudy-night
2022-01-04 07:00:00,10.0,10.0,87.38,8.0,0.0,0.0,0.0,0.0,29.2,7.6,240.0,1015.0,10.0,89.2,0.0,0.0,0.0,Partially cloudy,partly-cloudy-night
2022-01-04 08:00:00,10.0,10.0,87.38,8.0,0.0,0.0,0.0,0.0,27.7,11.2,290.0,1016.0,10.0,50.0,0.0,0.0,0.0,Partially cloudy,partly-cloudy-night
2022-01-04 09:00:00,11.0,11.0,81.75,8.0,0.0,0.0,0.0,0.0,26.3,14.8,260.0,1017.0,10.0,50.0,5.2,0.0,0.0,Partially cloudy,partly-cloudy-day
2022-01-04 10:00:00,11.0,11.0,81.75,8.0,0.0,0.0,0.0,0.0,26.3,9.4,260.0,1017.0,10.0,76.2,80.3,0.3,1.0,Partially cloudy,partly-cloudy-day
2022-01-04 11:00:00,11.0,11.0,87.48,9.0,0.0,0.0,0.0,0.0,26.3,11.2,240.0,1017.0,10.0,60.0,158.2,0.6,2.0,Partially cloudy,partly-cloudy-day
2022-01-04 12:00:00,12.0,12.0,81.88,9.0,0.0,0.0,0.0,0.0,24.1,14.8,250.0,1017.0,10.0,46.9,271.5,1.0,3.0,Partially cloudy,partly-cloudy-day
2022-01-04 13:00:00,13.0,13.0,76.68,9.0,0.0,0.0,0.0,0.0,22.7,13.0,250.0,1017.0,10.0,63.3,352.3,1.3,4.0,Partially cloudy,partly-cloudy-day
2022-01-04 14:00:00,13.0,13.0,76.68,9.0,0.0,0.0,0.0,0.0,22.0,9.4,240.0,1017.0,10.0,71.1,340.5,1.2,3.0,Partially cloudy,partly-cloudy-day
2022-01-04 15:00:00,13.0,13.0,76.68,9.0,0.0,0.0,0.0,0.0,18.7,11.2,220.0,1016.0,10.0,84.9,299.0,1.1,3.0,Partially cloudy,partly-cloudy-day
2022-01-04 16:00:00,13.0,13.0,76.68,9.0,0.0,0.0,0.0,0.0,14.8,7.6,230.0,1016.0,10.0,82.1,236.0,0.8,2.0,Partially cloudy,partly-cloudy-day
2022-01-04 17:00:00,12.0,12.0,76.52,8.0,0.0,0.0,0.0,0.0,13.3,7.6,220.0,1016.0,10.0,85.4,124.5,0.4,1.0,Partially cloudy,partly-cloudy-day
2022-01-04 18:00:00,11.0,11.0,76.36,7.0,0.0,0.0,0.0,0.0,11.5,5.4,270.0,1016.0,10.0,65.5,22.9,0.1,0.0,Partially cloudy,partly-cloudy-night
2022-01-04 19:00:00,10.0,10.0,81.62,7.0,0.0,0.0,0.0,0.0,11.2,0.0,0.0,1015.0,10.0,20.3,0.0,0.0,0.0,Partially cloudy,partly-cloudy-night
2022-01-04 20:00:00,9.0,9.0,87.29,7.0,0.0,0.0,0.0,0.0,14.8,1.8,140.0,1015.0,10.0,15.9,0.0,0.0,0.0,Clear,clear-night
2022-01-04 21:00:00,9.0,9.0,93.45,8.0,0.0,0.0,0.0,0.0,20.9,3.6,140.0,1015.0,10.0,38.8,0.0,0.0,0.0,Partially cloudy,partly-cloudy-night
2022-01-04 22:00:00,9.0,9.0,93.45,8.0,0.0,0.0,0.0,0.0,29.2,3.6,193.2,1014.0,10.0,64.3,0.0,0.0,0.0,Partially cloudy,partly-cloudy-night
2022-01-04 23:00:00,12.0,12.0,76.52,8.0,0.0,0.0,0.0,0.0,31.7,14.8,200.0,1014.0,10.0,51.5,0.0,0.0,0.0,Partially cloudy,partly-cloudy-night
2022-01-05 00:00:00,12.0,12.0,76.52,8.0,0.0,0.0,0.0,0.0,32.8,18.4,200.0,1014.0,10.0,13.5,0.0,0.0,0.0,Clear,clear-night
2022-01-05 01:00:00,11.0,11.0,81.75,8.0,0.0,0.0,0.0,0.0,34.9,13.0,260.0,1014.0,10.0,13.7,0.0,0.0,0.0,Clear,clear-night
2022-01-05 02:00:00,12.0,12.0,76.52,8.0,0.0,0.0,0.0,0.0,38.2,18.4,230.0,1014.0,10.0,6.1,0.0,0.0,0.0,Clear,clear-night
2022-01-05 03:00:00,11.0,11.0,81.75,8.0,0.0,0.0,0.0,0.0,39.6,14.8,230.0,1013.0,10.0,6.0,0.0,0.0,0.0,Clear,clear-night
2022-01-05 04:00:00,11.0,11.0,81.75,8.0,0.0,0.0,0.0,0.0,39.6,18.4,210.0,1013.0,10.0,7.0,0.0,0.0,0.0,Clear,clear-night
2022-01-05 05:00:00,11.0,11.0,76.36,7.0,0.0,0.0,0.0,0.0,40.3,16.6,210.0,1013.0,10.0,8.1,0.0,0.0,0.0,Clear,clear-night
2022-01-05 06:00:00,11.0,11.0,81.75,8.0,0.0,0.0,0.0,0.0,41.8,14.8,230.0,1013.0,10.0,11.6,0.0,0.0,0.0,Clear,clear-night
2022-01-05 07:00:00,11.0,11.0,76.36,7.0,0.0,0.0,0.0,0.0,42.5,16.6,230.0,1013.0,10.0,22.7,0.0,0.0,0.0,Partially cloudy,partly-cloudy-night
2022-01-05 08:00:00,11.0,11.0,81.75,8.0,0.0,0.0,0.0,0.0,42.5,9.4,220.0,1013.0,10.0,24.1,0.0,0.0,0.0,Partially cloudy,partly-cloudy-night
2022-01-05 09:00:00,11.0,11.0,81.75,8.0,0.0,0.0,0.0,0.0,42.5,18.4,220.0,1013.0,10.0,18.9,6.5,0.0,0.0,Clear,clear-day
2022-01-05 10:00:00,12.0,12.0,76.52,8.0,0.0,0.0,0.0,0.0,43.2,13.0,220.0,1013.0,10.0,14.8,94.0,0.3,1.0,Clear,clear-day
2022-01-05 11:00:00,13.0,13.0,76.68,9.0,0.0,0.0,0.0,0.0,44.3,16.6,220.0,1013.0,10.0,21.0,206.8,0.7,2.0,Partially cloudy,partly-cloudy-day
2022-01-05 12:00:00,14.0,14.0,71.85,9.0,0.0,0.0,0.0,0.0,46.1,16.6,230.0,1013.0,10.0,8.7,322.5,1.2,3.0,Clear,clear-day
2022-01-05 13:00:00,15.0,15.0,72.04,10.0,0.0,0.0,0.0,0.0,47.2,11.2,220.0,1013.0,10.0,12.3,393.0,1.4,4.0,Clear,clear-day
2022-01-05 14:00:00,14.0,14.0,76.84,10.0,0.0,0.0,0.0,0.0,46.4,13.0,250.0,1012.0,10.0,28.1,401.2,1.4,4.0,Partially cloudy,partly-cloudy-day
2022-01-05 15:00:00,15.0,15.0,72.04,10.0,0.0,0.0,0.0,0.0,45.7,20.5,260.0,1012.0,10.0,28.1,311.3,1.1,3.0,Partially cloudy,partly-cloudy-day
2022-01-05 16:00:00,15.0,15.0,72.04,10.0,0.0,0.0,0.0,0.0,42.1,18.4,260.0,1012.0,10.0,28.1,245.0,0.9,2.0,Partially cloudy,partly-cloudy-day
2022-01-05 17:00:00,15.0,15.0,72.04,10.0,0.0,0.0,0.0,0.0,37.1,16.6,250.0,1012.0,10.0,68.8,132.9,0.5,1.0,Partially cloudy,partly-cloudy-day
2022-01-05 18:00:00,14.0,14.0,76.84,10.0,0.0,0.0,0.0,0.0,45.7,14.8,230.0,1012.0,10.0,30.4,24.5,0.1,0.0,Partially cloudy,partly-cloudy-night
2022-01-05 19:00:00,15.0,15.0,67.36,9.0,0.0,0.0,0.0,0.0,48.2,33.5,240.0,1012.0,10.0,28.2,0.0,0.0,0.0,Partially cloudy,partly-cloudy-night
2022-01-05 20:00:00,13.0,13.0,82.01,10.0,0.0,0.0,0.0,0.0,50.0,18.4,230.0,1012.0,10.0,22.7,0.0,0.0,0.0,Partially cloudy,partly-cloudy-night
2022-01-05 21:00:00,14.0,14.0,76.84,10.0,0.0,0.0,0.0,0.0,51.8,16.6,240.0,1012.0,10.0,19.6,0.0,0.0,0.0,Clear,clear-night
2022-01-05 22:00:00,14.0,14.0,71.85,9.0,0.0,0.0,0.0,0.0,53.3,14.8,230.0,1012.0,10.0,15.4,0.0,0.0,0.0,Clear,clear-night
2022-01-05 23:00:00,13.0,13.0,76.68,9.0,0.0,0.0,0.0,0.0,54.0,16.6,240.0,1012.0,10.0,11.9,0.0,0.0,0.0,Clear,clear-night
2022-01-06 00:00:00,13.0,13.0,76.68,9.0,0.0,0.0,0.0,0.0,54.4,16.6,260.0,1012.0,10.0,11.0,0.0,0.0,0.0,Clear,clear-night
2022-01-06 01:00:00,13.0,13.0,76.68,9.0,0.0,0.0,0.0,0.0,54.4,14.8,250.0,1013.0,10.0,11.1,0.0,0.0,0.0,Clear,clear-night
2022-01-06 02:00:00,13.0,13.0,76.68,9.0,0.0,0.0,0.0,0.0,55.1,11.2,250.0,1013.0,10.0,2.5,0.0,0.0,0.0,Clear,clear-night
2022-01-06 03:00:00,13.0,13.0,76.68,9.0,0.0,0.0,0.0,0.0,55.4,22.3,230.0,1013.0,10.0,1.2,0.0,0.0,0.0,Clear,clear-night
2022-01-06 04:00:00,13.0,13.0,76.68,9.0,0.0,0.0,0.0,0.0,55.8,22.3,230.0,1013.0,10.0,0.6,0.0,0.0,0.0,Clear,clear-night
2022-01-06 05:00:00,13.0,13.0,76.68,9.0,0.0,0.0,0.0,0.0,55.8,18.4,220.0,1013.0,10.0,0.8,0.0,0.0,0.0,Clear,clear-night
2022-01-06 06:00:00,13.0,13.0,76.68,9.0,0.0,0.0,0.0,0.0,55.8,20.5,230.0,1012.0,10.0,7.6,0.0,0.0,0.0,Clear,clear-night
2022-01-06 07:00:00,13.0,13.0,76.68,9.0,0.0,0.0,0.0,0.0,55.8,25.9,230.0,1012.0,10.0,0.9,0.0,0.0,0.0,Clear,clear-night
2022-01-06 08:00:00,13.0,13.0,82.01,10.0,0.0,0.0,0.0,0.0,57.2,22.3,230.0,1012.0,10.0,14.2,0.0,0.0,0.0,Clear,clear-night
2022-01-06 09:00:00,14.0,14.0,76.84,10.0,0.0,0.0,0.0,0.0,58.7,31.7,220.0,1012.0,10.0,26.6,6.8,0.0,0.0,Partially cloudy,partly-cloudy-day
2022-01-06 10:00:00,15.0,15.0,72.04,10.0,0.0,0.0,0.0,0.0,57.2,31.7,230.0,1012.0,10.0,29.0,100.5,0.4,1.0,Partially cloudy,partly-cloudy-day
2022-01-06 11:00:00,15.0,15.0,72.04,10.0,0.0,0.0,0.0,0.0,57.2,24.1,240.0,1013.0,10.0,26.3,231.5,0.8,2.0,Partially cloudy,partly-cloudy-day
2022-01-06 12:00:00,15.0,15.0,72.04,10.0,0.0,0.0,0.0,0.0,55.8,25.9,250.0,1013.0,10.0,44.0,344.8,1.2,3.0,Partially cloudy,partly-cloudy-day
2022-01-06 13:00:00,15.0,15.0,77.0,11.0,0.0,0.0,0.0,0.0,55.8,22.3,250.0,1013.0,10.0,44.3,408.7,1.5,4.0,Partially cloudy,partly-cloudy-day
2022-01-06 14:00:00,15.0,15.0,72.04,10.0,0.0,0.0,0.0,0.0,53.3,16.6,250.0,1013.0,10.0,73.0,417.2,1.5,4.0,Partially cloudy,partly-cloudy-day
2022-01-06 15:00:00,15.0,15.0,72.04,10.0,0.0,0.0,0.0,0.0,50.4,13.0,250.0,1013.0,10.0,74.6,364.4,1.3,4.0,Partially cloudy,partly-cloudy-day
2022-01-06 16:00:00,16.0,16.0,72.22,11.0,0.0,0.0,0.0,0.0,44.3,3.6,223.2,1013.0,10.0,65.3,270.6,1.0,3.0,Partially cloudy,partly-cloudy-day
2022-01-06 17:00:00,15.0,15.0,72.04,10.0,0.0,0.0,0.0,0.0,41.8,18.4,250.0,1013.0,10.0,65.1,143.2,0.5,1.0,Partially cloudy,partly-cloudy-day
2022-01-06 18:00:00,14.0,14.0,76.84,10.0,0.0,0.0,0.0,0.0,39.6,7.6,290.0,1013.0,10.0,55.4,28.0,0.1,0.0,Partially cloudy,partly-cloudy-night
2022-01-06 19:00:00,14.0,14.0,76.84,10.0,0.0,0.0,0.0,0.0,38.2,13.0,290.0,1014.0,10.0,46.4,0.0,0.0,0.0,Partially cloudy,partly-cloudy-night
2022-01-06 20:00:00,13.0,13.0,82.01,10.0,0.0,0.0,0.0,0.0,37.8,11.2,250.0,1014.0,10.0,63.1,0.0,0.0,0.0,Partially cloudy,partly-cloudy-night
2022-01-06 21:00:00,14.0,14.0,71.85,9.0,0.0,0.0,0.0,0.0,37.4,9.4,220.0,1014.0,10.0,83.0,0.0,0.0,0.0,Partially cloudy,partly-cloudy-night
2022-01-06 22:00:00,12.0,12.0,87.57,10.0,0.0,0.0,0.0,0.0,32.4,5.4,250.0,1014.0,10.0,87.6,0.0,0.0,0.0,Partially cloudy,partly-cloudy-night
2022-01-06 23:00:00,12.0,12.0,87.57,10.0,0.0,0.0,0.0,0.0,32.0,5.4,230.0,1015.0,10.0,98.8,0.0,0.0,0.0,Overcast,cloudy
2022-01-07 00:00:00,12.0,12.0,87.57,10.0,0.0,0.0,0.0,0.0,30.2,9.4,250.0,1015.0,10.0,94.2,0.0,0.0,0.0,Overcast,cloudy
2022-01-07 01:00:00,12.0,12.0,87.57,10.0,0.0,0.0,0.0,0.0,27.7,13.0,290.0,1015.0,10.0,95.2,0.0,0.0,0.0,Overcast,cloudy
2022-01-07 02:00:00,11.0,11.0,93.55,10.0,0.0,0.0,0.0,0.0,24.5,3.6,225.6,1015.0,10.0,95.2,0.0,0.0,0.0,Overcast,cloudy
2022-01-07 03:00:00,11.0,11.0,87.48,9.0,0.0,0.0,0.0,0.0,22.3,3.6,220.5,1016.0,10.0,97.7,0.0,0.0,0.0,Overcast,cloudy
2022-01-07 04:00:00,8.0,8.0,93.4,7.0,0.0,0.0,0.0,0.0,19.8,3.6,330.0,1016.0,10.0,96.7,0.0,0.0,0.0,Overcast,cloudy
2022-01-07 05:00:00,8.0,7.4,100.0,8.0,0.0,0.0,0.0,0.0,16.9,5.4,330.0,1016.0,10.0,57.4,0.0,0.0,0.0,Partially cloudy,partly-cloudy-night
2022-01-07 06:00:00,10.0,10.0,93.5,9.0,0.0,0.0,0.0,0.0,13.3,3.6,192.3,1017.0,10.0,89.2,0.0,0.0,0.0,Partially cloudy,partly-cloudy-night
2022-01-07 07:00:00,10.0,10.0,93.5,9.0,0.0,0.0,0.0,0.0,11.2,1.8,190.4,1017.0,10.0,89.2,0.0,0.0,0.0,Partially cloudy,partly-cloudy-night
2022-01-07 08:00:00,11.0,11.0,93.55,10.0,0.0,0.0,0.0,0.0,10.8,5.4,130.0,1017.0,10.0,89.2,0.0,0.0,0.0,Partially cloudy,partly-cloudy-night
2022-01-07 09:00:00,12.0,12.0,87.57,10.0,0.0,0.0,0.0,0.0,11.9,11.2,350.0,1018.0,10.0,89.2,4.6,0.0,0.0,Partially cloudy,partly-cloudy-day
2022-01-07 10:00:00,11.0,11.0,87.48,9.0,0.0,0.0,0.0,0.0,23.0,25.9,20.0,1019.0,10.0,89.2,68.7,0.2,1.0,Partially cloudy,partly-cloudy-day
2022-01-07 11:00:00,10.0,10.0,87.38,8.0,0.0,0.0,0.0,0.0,29.2,29.5,20.0,1019.0,10.0,89.2,149.0,0.5,1.0,Partially cloudy,partly-cloudy-day
2022-01-07 12:00:00,10.0,10.0,81.62,7.0,0.0,0.0,0.0,0.0,32.4,22.3,30.0,1019.0,10.0,89.2,216.5,0.8,2.0,Partially cloudy,partly-cloudy-day
2022-01-07 13:00:00,10.0,10.0,87.38,8.0,0.0,0.0,0.0,0.0,34.9,27.7,30.0,1019.0,10.0,89.2,225.0,0.8,2.0,Partially cloudy,partly-cloudy-day
2022-01-07 14:00:00,10.0,10.0,87.38,8.0,0.0,0.0,0.0,0.0,35.3,25.9,20.0,1019.0,10.0,89.2,233.1,0.8,2.0,Partially cloudy,partly-cloudy-day
2022-01-07 15:00:00,10.0,10.0,87.38,8.0,0.0,0.0,0.0,0.0,35.3,29.5,30.0,1018.0,10.0,89.2,205.2,0.7,2.0,Partially cloudy,partly-cloudy-day
2022-01-07 16:00:00,10.0,10.0,87.38,8.0,0.0,0.0,0.0,0.0,36.7,29.5,40.0,1018.0,10.0,89.2,123.1,0.4,1.0,Partially cloudy,partly-cloudy-day
2022-01-07 17:00:00,10.0,10.0,87.38,8.0,0.0,0.0,0.0,0.0,37.8,25.9,30.0,1019.0,10.0,89.2,69.1,0.2,1.0,Partially cloudy,partly-cloudy-day
2022-01-07 18:00:00,10.0,10.0,87.38,8.0,0.0,0.0,0.0,0.0,39.2,29.5,50.0,1019.0,10.0,89.2,15.1,0.1,0.0,Partially cloudy,partly-cloudy-night
2022-01-07 19:00:00,10.0,10.0,87.38,8.0,0.0,0.0,0.0,0.0,42.8,29.5,50.0,1019.0,10.0,89.2,0.0,0.0,0.0,Partially cloudy,partly-cloudy-night
2022-01-07 20:00:00,10.0,10.0,87.38,8.0,0.0,0.0,0.0,0.0,44.3,24.1,50.0,1019.0,10.0,89.2,0.0,0.0,0.0,Partially cloudy,partly-cloudy-night
2022-01-07 21:00:00,10.0,10.0,87.38,8.0,0.0,0.0,0.0,0.0,42.8,24.1,60.0,1019.0,10.0,89.2,0.0,0.0,0.0,Partially cloudy,partly-cloudy-night
